TransactionID,TransactionDate,TransactionTime,StoreID,StoreLocation,ProductCategory,ProductName,Quantity,UnitPrice,DiscountPercent,SalesAmount,PaymentMethod,CustomerType,Month,Weekday,Hour
BB104050,2026-02-12,18:25:00,104,Vaughan,Cold Drinks,Iced Latte,1,5.75,0,5.75,Mobile,Member,2,Thursday,18
BB104051,2026-03-04,18:18:00,106,Ottawa,Tea,Matcha Latte,1,5.95,0,5.95,Mobile,Guest,3,Wednesday,18
BB104052,2026-02-13,13:47:00,104,Vaughan,Bakery,Chocolate Muffin,1,3.75,0,3.75,Card,Member,2,Friday,13
BB104053,2026-03-10,07:10:00,106,Ottawa,Bakery,Croissant,1,3.95,0,3.95,Card,Member,3,Tuesday,7
BB104054,2026-03-25,16:06:00,106,Ottawa,Coffee,Mocha,1,5.95,0,5.95,Card,Guest,3,Wednesday,16
BB104055,2026-01-19,09:27:00,106,Ottawa,Cold Drinks,Iced Coffee,1,4.75,0,4.75,Mobile,Member,1,Monday,9
BB104056,2026-01-06,11:38:00,106,Ottawa,Coffee,Espresso,1,3.25,0,3.25,Mobile,Member,1,Tuesday,11
BB104057,2026-03-31,11:10:00,105,Hamilton,Cold Drinks,Lemonade,1,4.25,0,4.25,Card,Member,3,Tuesday,11
BB104058,2026-01-09,09:59:00,104,Vaughan,Breakfast,Yogurt Parfait,1,5.25,0,5.25,Mobile,Member,1,Friday,9
BB104059,2026-02-28,12:57:00,103,Mississauga,Tea,Green Tea,2,3.5,0,7.0,Card,Member,2,Saturday,12
BB104060,2026-03-15,08:33:00,106,Ottawa,Breakfast,Yogurt Parfait,1,5.25,0,5.25,Card,Guest,3,Sunday,8
BB104061,2026-01-01,09:43:00,103,Mississauga,Bakery,Blueberry Muffin,4,3.75,0,15.0,Mobile,Member,1,Thursday,9
BB104062,2026-03-15,08:58:00,106,Ottawa,Cold Drinks,Iced Coffee,1,4.75,0,4.75,Mobile,Guest,3,Sunday,8
BB104063,2026-03-27,20:50:00,105,Hamilton,Tea,Green Tea,1,3.5,5,3.32,Card,Member,3,Friday,20
BB104064,2026-03-02,15:25:00,104,Vaughan,Bakery,Croissant,1,3.95,0,3.95,Card,Member,3,Monday,15
BB104065,2026-03-31,07:51:00,104,Vaughan,Cold Drinks,Strawberry Refresher,1,5.25,0,5.25,Card,Member,3,Tuesday,7
BB104066,2026-03-09,20:19:00,104,Vaughan,Coffee,Flat White,3,5.75,0,17.25,Mobile,Member,3,Monday,20
BB104067,2026-03-23,07:18:00,102,North York,Tea,Matcha Latte,2,5.95,0,11.9,Mobile,Member,3,Monday,7
BB104068,2026-02-25,17:12:00,103,Mississauga,Bakery,Bagel,2,3.5,10,6.3,Card,Member,2,Wednesday,17
BB104069,2026-03-07,08:52:00,101,Downtown Toronto,Bakery,Croissant,1,3.95,0,3.95,Mobile,Guest,3,Saturday,8
BB104070,2026-03-17,19:43:00,104,Vaughan,Tea,Matcha Latte,2,5.95,0,11.9,Card,Member,3,Tuesday,19
BB104071,2026-01-14,13:51:00,105,Hamilton,Tea,Earl Grey,5,3.5,20,14.0,Mobile,Member,1,Wednesday,13
BB104072,2026-02-28,14:01:00,105,Hamilton,Tea,Chai Latte,2,5.5,5,10.45,Card,Member,2,Saturday,14
BB104073,2026-01-23,14:09:00,104,Vaughan,Tea,Earl Grey,1,3.5,5,3.32,Mobile,Member,1,Friday,14
BB104074,2026-03-19,12:03:00,102,North York,Tea,Earl Grey,1,3.5,0,3.5,Card,Guest,3,Thursday,12
BB104075,2026-01-31,08:51:00,101,Downtown Toronto,Tea,Green Tea,1,3.5,10,3.15,Mobile,Guest,1,Saturday,8
BB104076,2026-02-10,16:38:00,105,Hamilton,Tea,Matcha Latte,1,5.95,0,5.95,Mobile,Member,2,Tuesday,16
BB104077,2026-01-05,20:13:00,103,Mississauga,Breakfast,Yogurt Parfait,1,5.25,10,4.73,Mobile,Member,1,Monday,20
BB104078,2026-01-24,13:51:00,103,Mississauga,Coffee,Espresso,5,3.25,0,16.25,Card,Guest,1,Saturday,13
BB104079,2026-02-04,13:20:00,106,Ottawa,Tea,Chai Latte,2,5.5,5,10.45,Card,Member,2,Wednesday,13
BB104080,2026-03-13,19:07:00,102,North York,Coffee,Flat White,2,5.75,0,11.5,Card,Member,3,Friday,19
BB104081,2026-01-22,11:34:00,105,Hamilton,Bakery,Cookie,1,2.75,0,2.75,Mobile,Guest,1,Thursday,11
BB104082,2026-03-26,16:25:00,106,Ottawa,Cold Drinks,Cold Brew,3,4.95,0,14.85,Cash,Guest,3,Thursday,16
BB104083,2026-01-19,11:44:00,106,Ottawa,Bakery,Croissant,2,3.95,0,7.9,Mobile,Member,1,Monday,11
BB104084,2026-03-25,14:57:00,103,Mississauga,Cold Drinks,Cold Brew,1,4.95,0,4.95,Unknown,Guest,3,Wednesday,14
BB104085,2026-03-02,07:37:00,104,Vaughan,Bakery,Cookie,1,2.75,0,2.75,Card,Member,3,Monday,7
BB104086,2026-03-01,08:47:00,102,North York,Tea,Earl Grey,1,3.5,0,3.5,Mobile,Member,3,Sunday,8
BB104087,2026-01-09,09:43:00,104,Vaughan,Coffee,Flat White,1,5.75,0,5.75,Mobile,Member,1,Friday,9
BB104088,2026-02-22,12:52:00,104,Vaughan,Coffee,Cappuccino,1,5.25,0,5.25,Mobile,Member,2,Sunday,12
BB104089,2026-01-29,18:04:00,104,Vaughan,Bakery,Blueberry Muffin,2,3.75,5,7.12,Cash,Member,1,Thursday,18
BB104090,2026-01-28,14:34:00,104,Vaughan,Coffee,Espresso,4,3.25,15,11.05,Mobile,Member,1,Wednesday,14
BB104091,2026-02-23,14:02:00,102,North York,Breakfast,Yogurt Parfait,5,5.25,0,26.25,Card,Guest,2,Monday,14
BB104092,2026-01-20,13:43:00,103,Mississauga,Coffee,Cappuccino,2,5.25,5,9.97,Card,Member,1,Tuesday,13
BB104093,2026-01-28,15:04:00,102,North York,Coffee,Flat White,1,5.75,0,5.75,Mobile,Member,1,Wednesday,15
BB104094,2026-02-04,12:51:00,102,North York,Tea,Chai Latte,1,5.5,0,5.5,Card,Member,2,Wednesday,12
BB104095,2026-02-12,16:04:00,101,Downtown Toronto,Cold Drinks,Lemonade,2,4.25,0,8.5,Card,Guest,2,Thursday,16
BB104096,2026-03-14,07:08:00,105,Hamilton,Bakery,Croissant,2,3.95,0,7.9,Mobile,Member,3,Saturday,7
BB104097,2026-01-29,12:47:00,101,Downtown Toronto,Coffee,Flat White,1,5.75,0,5.75,Mobile,Guest,1,Thursday,12
BB104098,2026-02-23,14:42:00,102,North York,Cold Drinks,Cold Brew,2,4.95,0,9.9,Cash,Member,2,Monday,14
BB104099,2026-01-07,07:00:00,102,North York,Cold Drinks,Lemonade,4,4.25,0,17.0,Card,Member,1,Wednesday,7
BB104100,2026-02-02,08:29:00,106,Ottawa,Cold Drinks,Lemonade,2,4.25,0,8.5,Card,Guest,2,Monday,8
BB104101,2026-01-28,14:01:00,105,Hamilton,Tea,Chai Latte,3,5.5,0,16.5,Mobile,Member,1,Wednesday,14
BB104102,2026-01-05,19:13:00,101,Downtown Toronto,Cold Drinks,Iced Coffee,1,4.75,5,4.51,Card,Member,1,Monday,19
BB104103,2026-03-03,09:55:00,106,Ottawa,Breakfast,Breakfast Sandwich,2,6.95,0,13.9,Mobile,Member,3,Tuesday,9
BB104104,2026-01-26,12:38:00,105,Hamilton,Tea,Earl Grey,2,3.5,0,7.0,Mobile,Member,1,Monday,12
BB104105,2026-02-17,16:15:00,102,North York,Bakery,Cookie,2,2.75,0,5.5,Mobile,Member,2,Tuesday,16
BB104106,2026-03-05,09:11:00,105,Hamilton,Bakery,Cookie,1,2.75,0,2.75,Mobile,Member,3,Thursday,9
BB104107,2026-03-25,09:15:00,103,Mississauga,Cold Drinks,Iced Latte,2,5.75,20,9.2,Cash,Member,3,Wednesday,9
BB104108,2026-01-17,18:40:00,103,Mississauga,Bakery,Brownie,1,3.5,0,3.5,Mobile,Member,1,Saturday,18
BB104109,2026-02-08,14:39:00,102,North York,Bakery,Chocolate Muffin,4,3.75,5,14.25,Card,Member,2,Sunday,14
BB104110,2026-03-24,20:56:00,101,Downtown Toronto,Bakery,Brownie,4,3.5,0,14.0,Mobile,Member,3,Tuesday,20
BB104111,2026-03-29,11:15:00,102,North York,Coffee,Americano,3,3.75,0,11.25,Cash,Guest,3,Sunday,11
BB104112,2026-03-16,09:13:00,104,Vaughan,Breakfast,Yogurt Parfait,2,5.25,0,10.5,Mobile,Guest,3,Monday,9
BB104113,2026-02-11,12:29:00,106,Ottawa,Breakfast,Oatmeal,2,4.95,0,9.9,Mobile,Guest,2,Wednesday,12
BB104114,2026-01-31,14:01:00,103,Mississauga,Breakfast,Oatmeal,1,4.95,0,4.95,Mobile,Guest,1,Saturday,14
BB104115,2026-02-23,07:10:00,105,Hamilton,Cold Drinks,Strawberry Refresher,1,5.25,0,5.25,Card,Member,2,Monday,7
BB104116,2026-03-19,12:55:00,103,Mississauga,Tea,Matcha Latte,2,5.95,0,11.9,Card,Member,3,Thursday,12
BB104117,2026-02-03,07:12:00,105,Hamilton,Coffee,Mocha,3,5.95,0,17.85,Cash,Member,2,Tuesday,7
BB104118,2026-01-23,12:24:00,105,Hamilton,Bakery,Cookie,1,2.75,0,2.75,Cash,Guest,1,Friday,12
BB104119,2026-01-20,19:02:00,103,Mississauga,Bakery,Blueberry Muffin,3,3.75,5,10.69,Card,Guest,1,Tuesday,19
BB104120,2026-02-08,17:24:00,105,Hamilton,Coffee,Cappuccino,2,5.25,0,10.5,Card,Member,2,Sunday,17
BB104121,2026-03-01,12:41:00,105,Hamilton,Tea,Earl Grey,1,3.5,5,3.32,Mobile,Member,3,Sunday,12
BB104122,2026-01-18,08:10:00,104,Vaughan,Cold Drinks,Lemonade,1,4.25,0,4.25,Card,Member,1,Sunday,8
BB104123,2026-01-05,13:57:00,102,North York,Breakfast,Yogurt Parfait,1,5.25,0,5.25,Card,Member,1,Monday,13
BB104124,2026-01-18,15:25:00,103,Mississauga,Cold Drinks,Cold Brew,2,4.95,0,9.9,Card,Guest,1,Sunday,15
BB104125,2026-01-11,07:25:00,106,Ottawa,Coffee,Americano,2,3.75,0,7.5,Card,Member,1,Sunday,7
BB104126,2026-03-09,08:12:00,105,Hamilton,Tea,Matcha Latte,4,5.95,15,20.23,Card,Guest,3,Monday,8
BB104127,2026-01-15,17:32:00,102,North York,Bakery,Brownie,3,3.5,0,10.5,Card,Guest,1,Thursday,17
BB104128,2026-01-26,20:36:00,103,Mississauga,Cold Drinks,Iced Coffee,1,4.75,10,4.28,Card,Member,1,Monday,20
BB104129,2026-01-16,08:22:00,103,Mississauga,Cold Drinks,Iced Latte,2,5.75,0,11.5,Card,Member,1,Friday,8
BB104130,2026-03-01,07:28:00,105,Hamilton,Cold Drinks,Strawberry Refresher,1,5.25,0,5.25,Card,Member,3,Sunday,7
BB104131,2026-03-13,19:19:00,103,Mississauga,Bakery,Cookie,1,2.75,0,2.75,Card,Guest,3,Friday,19
BB104132,2026-01-08,07:48:00,103,Mississauga,Cold Drinks,Iced Latte,2,5.75,0,11.5,Mobile,Guest,1,Thursday,7
BB104133,2026-02-12,14:00:00,102,North York,Coffee,Americano,2,3.75,0,7.5,Card,Member,2,Thursday,14
BB104134,2026-02-16,07:13:00,105,Hamilton,Cold Drinks,Lemonade,2,4.25,0,8.5,Card,Member,2,Monday,7
BB104135,2026-03-13,07:29:00,105,Hamilton,Coffee,Espresso,2,3.25,0,6.5,Card,Guest,3,Friday,7
BB104136,2026-02-08,16:42:00,105,Hamilton,Cold Drinks,Iced Coffee,1,4.75,0,4.75,Card,Member,2,Sunday,16
BB104137,2026-02-08,15:23:00,105,Hamilton,Tea,Chai Latte,1,5.5,0,5.5,Mobile,Member,2,Sunday,15
BB104138,2026-01-13,11:33:00,104,Vaughan,Cold Drinks,Iced Latte,1,5.75,0,5.75,Card,Guest,1,Tuesday,11
BB104139,2026-02-20,19:32:00,104,Vaughan,Bakery,Croissant,2,3.95,5,7.5,Mobile,Member,2,Friday,19
BB104140,2026-01-30,15:41:00,102,North York,Breakfast,Yogurt Parfait,1,5.25,0,5.25,Card,Guest,1,Friday,15
BB104141,2026-03-11,17:49:00,106,Ottawa,Tea,Earl Grey,1,3.5,0,3.5,Mobile,Member,3,Wednesday,17
BB104142,2026-02-14,13:57:00,101,Downtown Toronto,Cold Drinks,Strawberry Refresher,1,5.25,0,5.25,Cash,Member,2,Saturday,13
BB104143,2026-01-21,09:22:00,101,Downtown Toronto,Coffee,Americano,1,3.75,0,3.75,Card,Member,1,Wednesday,9
BB104144,2026-02-11,11:52:00,106,Ottawa,Coffee,Mocha,1,5.95,5,5.65,Mobile,Member,2,Wednesday,11
BB104145,2026-01-27,20:53:00,101,Downtown Toronto,Cold Drinks,Cold Brew,1,4.95,0,4.95,Mobile,Member,1,Tuesday,20
BB104146,2026-03-13,11:31:00,105,Hamilton,Tea,Green Tea,4,3.5,5,13.3,Mobile,Member,3,Friday,11
BB104147,2026-01-14,13:58:00,105,Hamilton,Bakery,Blueberry Muffin,2,3.75,0,7.5,Card,Member,1,Wednesday,13
BB104148,2026-02-21,13:58:00,103,Mississauga,Cold Drinks,Lemonade,2,4.25,0,8.5,Mobile,Member,2,Saturday,13
BB104149,2026-01-11,11:38:00,105,Hamilton,Tea,Chai Latte,2,5.5,5,10.45,Mobile,Member,1,Sunday,11
BB104150,2026-01-15,12:36:00,103,Mississauga,Bakery,Croissant,4,3.95,0,15.8,Card,Member,1,Thursday,12
BB104151,2026-03-01,11:34:00,103,Mississauga,Coffee,Cappuccino,1,5.25,0,5.25,Mobile,Guest,3,Sunday,11
BB104152,2026-01-03,15:19:00,104,Vaughan,Coffee,Latte,3,5.5,0,16.5,Card,Member,1,Saturday,15
BB104153,2026-03-09,09:18:00,105,Hamilton,Bakery,Brownie,1,3.5,0,3.5,Card,Guest,3,Monday,9
BB104154,2026-01-11,09:47:00,105,Hamilton,Bakery,Croissant,2,3.95,0,7.9,Mobile,Guest,1,Sunday,9
BB104155,2026-01-29,14:20:00,106,Ottawa,Bakery,Brownie,2,3.5,0,7.0,Mobile,Member,1,Thursday,14
BB104156,2026-03-25,16:45:00,105,Hamilton,Coffee,Espresso,1,3.25,0,3.25,Mobile,Guest,3,Wednesday,16
BB104157,2026-01-17,15:24:00,101,Downtown Toronto,Bakery,Blueberry Muffin,4,3.75,5,14.25,Mobile,Member,1,Saturday,15
BB104158,2026-01-20,13:59:00,103,Mississauga,Bakery,Chocolate Muffin,2,3.75,0,7.5,Card,Guest,1,Tuesday,13
BB104159,2026-01-19,08:55:00,106,Ottawa,Coffee,Cappuccino,1,5.25,0,5.25,Card,Member,1,Monday,8
BB104160,2026-02-21,11:35:00,102,North York,Bakery,Croissant,3,3.95,0,11.85,Card,Member,2,Saturday,11
BB104161,2026-03-23,12:09:00,105,Hamilton,Tea,Green Tea,1,3.5,10,3.15,Card,Guest,3,Monday,12
BB104162,2026-01-02,08:48:00,103,Mississauga,Cold Drinks,Strawberry Refresher,3,5.25,0,15.75,Cash,Member,1,Friday,8
BB104163,2026-03-05,07:43:00,102,North York,Bakery,Chocolate Muffin,2,3.75,0,7.5,Cash,Member,3,Thursday,7
BB104164,2026-03-17,07:43:00,106,Unknown,Coffee,Flat White,1,5.75,0,5.75,Mobile,Member,3,Tuesday,7
BB104165,2026-01-06,15:11:00,106,Ottawa,Cold Drinks,Cold Brew,1,4.95,0,4.95,Card,Member,1,Tuesday,15
BB104166,2026-01-12,08:37:00,105,Hamilton,Coffee,Latte,1,5.5,0,5.5,Cash,Member,1,Monday,8
BB104167,2026-02-13,18:29:00,103,Mississauga,Coffee,Mocha,1,5.95,0,5.95,Card,Member,2,Friday,18
BB104168,2026-03-06,09:05:00,103,Mississauga,Coffee,Espresso,2,3.25,0,6.5,Card,Member,3,Friday,9
BB104169,2026-03-25,11:10:00,106,Ottawa,Coffee,Espresso,1,3.25,0,3.25,Card,Member,3,Wednesday,11
BB104170,2026-02-13,09:34:00,103,Mississauga,Tea,Chai Latte,1,5.5,0,5.5,Mobile,Member,2,Friday,9
BB104171,2026-02-17,13:53:00,106,Ottawa,Breakfast,Yogurt Parfait,3,5.25,0,15.75,Card,Member,2,Tuesday,13
BB104172,2026-03-01,09:41:00,102,North York,Tea,Matcha Latte,1,5.95,0,5.95,Card,Guest,3,Sunday,9
BB104173,2026-03-03,11:53:00,102,North York,Tea,Earl Grey,1,3.5,0,3.5,Card,Member,3,Tuesday,11
BB104174,2026-03-26,19:46:00,105,Hamilton,Breakfast,Yogurt Parfait,1,5.25,10,4.73,Card,Guest,3,Thursday,19
BB104175,2026-01-07,14:30:00,102,North York,Bakery,Brownie,1,3.5,0,3.5,Card,Member,1,Wednesday,14
BB104176,2026-01-08,14:39:00,102,North York,Cold Drinks,Lemonade,1,4.25,5,4.04,Card,Member,1,Thursday,14
BB104177,2026-01-25,20:28:00,102,North York,Coffee,Flat White,2,5.75,0,11.5,Card,Member,1,Sunday,20
BB104178,2026-03-26,20:55:00,101,Downtown Toronto,Cold Drinks,Iced Latte,2,5.75,0,11.5,Cash,Guest,3,Thursday,20
BB104179,2026-01-23,15:59:00,104,Vaughan,Tea,Green Tea,2,3.5,0,7.0,Mobile,Member,1,Friday,15
BB104180,2026-01-02,09:06:00,104,Vaughan,Cold Drinks,Iced Coffee,1,4.75,0,4.75,Mobile,Member,1,Friday,9
BB104181,2026-03-25,16:37:00,106,Ottawa,Coffee,Latte,1,5.5,0,5.5,Mobile,Member,3,Wednesday,16
BB104182,2026-01-04,07:07:00,101,Downtown Toronto,Breakfast,Yogurt Parfait,1,5.25,0,5.25,Mobile,Guest,1,Sunday,7
BB104183,2026-01-24,12:33:00,103,Mississauga,Cold Drinks,Cold Brew,2,4.95,5,9.4,Cash,Guest,1,Saturday,12
BB104184,2026-01-09,19:37:00,101,Downtown Toronto,Cold Drinks,Strawberry Refresher,1,5.25,0,5.25,Card,Member,1,Friday,19
BB104185,2026-03-19,12:55:00,101,Downtown Toronto,Coffee,Flat White,2,5.75,0,11.5,Cash,Guest,3,Thursday,12
BB104186,2026-01-08,07:17:00,106,Ottawa,Tea,Matcha Latte,1,5.95,0,5.95,Card,Member,1,Thursday,7
BB104187,2026-02-08,12:18:00,105,Hamilton,Tea,Chai Latte,2,5.5,0,11.0,Mobile,Member,2,Sunday,12
BB104188,2026-03-22,07:04:00,103,Mississauga,Coffee,Cappuccino,2,5.25,0,10.5,Mobile,Member,3,Sunday,7
BB104189,2026-03-25,16:55:00,102,North York,Breakfast,Oatmeal,2,4.95,0,9.9,Card,Member,3,Wednesday,16
BB104190,2026-03-29,09:22:00,101,Downtown Toronto,Coffee,Flat White,1,5.75,0,5.75,Card,Member,3,Sunday,9
BB104191,2026-01-19,18:05:00,101,Downtown Toronto,Cold Drinks,Iced Coffee,2,4.75,0,9.5,Mobile,Guest,1,Monday,18
BB104192,2026-01-12,09:16:00,104,Vaughan,Cold Drinks,Cold Brew,1,4.95,10,4.46,Cash,Member,1,Monday,9
BB104193,2026-01-13,17:00:00,101,Downtown Toronto,Cold Drinks,Strawberry Refresher,2,5.25,0,10.5,Card,Member,1,Tuesday,17
BB104194,2026-02-02,19:51:00,104,Vaughan,Tea,Green Tea,4,3.5,15,11.9,Card,Member,2,Monday,19
BB104195,2026-01-18,09:24:00,104,Vaughan,Bakery,Brownie,1,3.5,0,3.5,Mobile,Member,1,Sunday,9
BB104196,2026-01-14,13:11:00,106,Ottawa,Coffee,Latte,1,5.5,0,5.5,Mobile,Guest,1,Wednesday,13
BB104197,2026-02-08,12:32:00,104,Vaughan,Cold Drinks,Iced Coffee,2,4.75,0,9.5,Cash,Guest,2,Sunday,12
BB104198,2026-01-29,15:37:00,106,Ottawa,Coffee,Cappuccino,3,5.25,0,15.75,Mobile,Guest,1,Thursday,15
BB104199,2026-01-05,15:43:00,105,Hamilton,Cold Drinks,Lemonade,2,4.25,20,6.8,Card,Member,1,Monday,15
BB104200,2026-02-17,07:35:00,104,Vaughan,Bakery,Brownie,3,3.5,0,10.5,Cash,Member,2,Tuesday,7
BB104201,2026-02-09,11:31:00,105,Hamilton,Coffee,Americano,1,3.75,0,3.75,Card,Member,2,Monday,11
BB104202,2026-02-25,16:26:00,102,North York,Cold Drinks,Lemonade,4,4.25,0,17.0,Card,Member,2,Wednesday,16
BB104203,2026-03-10,20:26:00,106,Ottawa,Tea,Matcha Latte,2,5.95,0,11.9,Mobile,Member,3,Tuesday,20
BB104204,2026-03-10,11:37:00,106,Ottawa,Bakery,Blueberry Muffin,4,3.75,0,15.0,Card,Member,3,Tuesday,11
BB104205,2026-03-06,13:13:00,101,Downtown Toronto,Cold Drinks,Cold Brew,1,4.95,0,4.95,Mobile,Member,3,Friday,13
BB104206,2026-03-12,07:46:00,102,North York,Coffee,Mocha,3,5.95,0,17.85,Card,Member,3,Thursday,7
BB104207,2026-01-21,09:33:00,103,Mississauga,Bakery,Chocolate Muffin,2,3.75,0,7.5,Card,Member,1,Wednesday,9
BB104208,2026-03-01,14:10:00,102,North York,Bakery,Bagel,3,3.5,0,10.5,Card,Guest,3,Sunday,14
BB104209,2026-02-17,18:03:00,102,North York,Cold Drinks,Lemonade,1,4.25,0,4.25,Mobile,Member,2,Tuesday,18
BB104210,2026-03-06,16:45:00,106,Ottawa,Tea,Matcha Latte,2,5.95,0,11.9,Card,Guest,3,Friday,16
BB104211,2026-03-11,16:12:00,104,Vaughan,Breakfast,Breakfast Sandwich,1,6.95,0,6.95,Mobile,Member,3,Wednesday,16
BB104212,2026-02-22,18:23:00,103,Mississauga,Coffee,Espresso,2,3.25,0,6.5,Mobile,Member,2,Sunday,18
BB104213,2026-03-30,11:57:00,102,North York,Cold Drinks,Cold Brew,1,4.95,0,4.95,Card,Member,3,Monday,11
BB104214,2026-02-22,08:49:00,106,Ottawa,Bakery,Cookie,4,2.75,0,11.0,Card,Member,2,Sunday,8
BB104215,2026-01-29,09:21:00,105,Hamilton,Cold Drinks,Cold Brew,2,4.95,0,9.9,Cash,Guest,1,Thursday,9
BB104216,2026-02-14,19:53:00,101,Downtown Toronto,Bakery,Chocolate Muffin,1,3.75,5,3.56,Card,Member,2,Saturday,19
BB104217,2026-02-01,12:50:00,106,Ottawa,Cold Drinks,Iced Latte,2,5.75,5,10.92,Mobile,Member,2,Sunday,12
BB104218,2026-03-30,07:19:00,105,Hamilton,Breakfast,Breakfast Sandwich,3,6.95,0,20.85,Card,Member,3,Monday,7
BB104219,2026-02-08,14:33:00,101,Downtown Toronto,Tea,Green Tea,1,3.5,0,3.5,Mobile,Guest,2,Sunday,14
BB104220,2026-03-22,18:04:00,101,Downtown Toronto,Bakery,Chocolate Muffin,1,3.75,0,3.75,Mobile,Member,3,Sunday,18
BB104221,2026-02-18,20:03:00,101,Downtown Toronto,Breakfast,Yogurt Parfait,1,5.25,0,5.25,Mobile,Guest,2,Wednesday,20
BB104222,2026-01-17,12:32:00,102,North York,Bakery,Bagel,1,3.5,0,3.5,Card,Member,1,Saturday,12
BB104223,2026-03-27,15:40:00,101,Downtown Toronto,Tea,Earl Grey,2,3.5,0,7.0,Card,Member,3,Friday,15
BB104224,2026-03-29,08:32:00,103,Mississauga,Bakery,Bagel,1,3.5,10,3.15,Mobile,Guest,3,Sunday,8
BB104225,2026-01-03,08:02:00,106,Ottawa,Cold Drinks,Iced Latte,1,5.75,0,5.75,Mobile,Guest,1,Saturday,8
BB104226,2026-02-20,12:40:00,102,North York,Breakfast,Breakfast Sandwich,3,6.95,0,20.85,Mobile,Guest,2,Friday,12
BB104227,2026-02-06,18:17:00,106,Ottawa,Bakery,Blueberry Muffin,1,3.75,0,3.75,Mobile,Member,2,Friday,18
BB104228,2026-01-23,09:59:00,106,Ottawa,Cold Drinks,Cold Brew,1,4.95,10,4.46,Card,Guest,1,Friday,9
BB104229,2026-03-25,20:27:00,106,Ottawa,Tea,Green Tea,2,3.5,0,7.0,Card,Member,3,Wednesday,20
BB104230,2026-03-16,07:43:00,106,Ottawa,Breakfast,Breakfast Sandwich,1,6.95,0,6.95,Card,Guest,3,Monday,7
BB104231,2026-03-10,16:37:00,106,Ottawa,Cold Drinks,Iced Coffee,1,4.75,0,4.75,Card,Guest,3,Tuesday,16
BB104232,2026-01-30,07:27:00,104,Vaughan,Coffee,Cappuccino,1,5.25,0,5.25,Card,Guest,1,Friday,7
BB104233,2026-03-07,19:20:00,103,Mississauga,Coffee,Flat White,1,5.75,0,5.75,Card,Guest,3,Saturday,19
BB104234,2026-03-03,08:15:00,103,Mississauga,Coffee,Flat White,1,5.75,15,4.89,Card,Member,3,Tuesday,8
BB104235,2026-01-03,09:53:00,101,Downtown Toronto,Tea,Earl Grey,2,3.5,0,7.0,Cash,Member,1,Saturday,9
BB104236,2026-03-04,12:32:00,106,Ottawa,Bakery,Chocolate Muffin,1,3.75,0,3.75,Card,Member,3,Wednesday,12
BB104237,2026-02-10,08:23:00,102,North York,Cold Drinks,Iced Latte,1,5.75,0,5.75,Mobile,Member,2,Tuesday,8
BB104238,2026-03-11,13:41:00,106,Ottawa,Bakery,Cookie,1,2.75,0,2.75,Card,Member,3,Wednesday,13
BB104239,2026-01-05,12:10:00,102,North York,Cold Drinks,Iced Coffee,1,4.75,0,4.75,Card,Member,1,Monday,12
BB104240,2026-01-05,17:15:00,104,Vaughan,Bakery,Croissant,3,3.95,5,11.26,Card,Guest,1,Monday,17
BB104241,2026-01-30,16:14:00,101,Downtown Toronto,Coffee,Mocha,1,5.95,0,5.95,Mobile,Member,1,Friday,16
BB104242,2026-03-14,09:35:00,101,Downtown Toronto,Coffee,Latte,2,5.5,0,11.0,Card,Member,3,Saturday,9
BB104243,2026-01-20,12:33:00,105,Hamilton,Tea,Chai Latte,1,5.5,0,5.5,Card,Guest,1,Tuesday,12
BB104244,2026-01-20,11:31:00,104,Vaughan,Cold Drinks,Iced Latte,3,5.75,0,17.25,Cash,Guest,1,Tuesday,11
BB104245,2026-03-02,09:11:00,104,Vaughan,Breakfast,Oatmeal,1,4.95,0,4.95,Card,Guest,3,Monday,9
BB104246,2026-01-22,18:22:00,102,North York,Cold Drinks,Lemonade,1,4.25,15,3.61,Card,Guest,1,Thursday,18
BB104247,2026-02-22,12:34:00,106,Ottawa,Coffee,Espresso,1,3.25,0,3.25,Card,Member,2,Sunday,12
BB104248,2026-01-30,11:08:00,102,North York,Tea,Chai Latte,3,5.5,10,14.85,Mobile,Guest,1,Friday,11
BB104249,2026-02-14,20:38:00,102,North York,Tea,Matcha Latte,4,5.95,0,23.8,Cash,Member,2,Saturday,20
BB104250,2026-03-28,11:52:00,103,Mississauga,Bakery,Cookie,1,2.75,10,2.48,Cash,Member,3,Saturday,11
BB104251,2026-01-10,19:43:00,105,Hamilton,Coffee,Espresso,2,3.25,0,6.5,Card,Member,1,Saturday,19
BB104252,2026-02-26,07:02:00,106,Ottawa,Bakery,Croissant,1,3.95,0,3.95,Cash,Member,2,Thursday,7
BB104253,2026-01-24,12:25:00,102,North York,Cold Drinks,Iced Coffee,1,4.75,0,4.75,Card,Guest,1,Saturday,12
BB104254,2026-03-30,11:51:00,102,North York,Bakery,Bagel,2,3.5,0,7.0,Mobile,Guest,3,Monday,11
BB104255,2026-03-10,13:41:00,101,Downtown Toronto,Bakery,Cookie,1,2.75,0,2.75,Mobile,Member,3,Tuesday,13
BB104256,2026-02-12,20:16:00,104,Vaughan,Cold Drinks,Strawberry Refresher,2,5.25,0,10.5,Card,Member,2,Thursday,20
BB104257,2026-01-30,14:57:00,106,Ottawa,Tea,Green Tea,2,3.5,0,7.0,Card,Member,1,Friday,14
BB104258,2026-01-27,08:15:00,105,Hamilton,Coffee,Latte,5,5.5,0,27.5,Card,Guest,1,Tuesday,8
